stops_link,distance
99973252_99973205,0.6159
77468_77470,0.084
102032_102156,0.0796
79026_79024,0.2796
47139_47140,0.3705
101468_101008,0.0802
115194_115192,0.5451
99972513_99972514,0.4701
122234_122238,0.0989
83006_83066,0.1593
201_798,1.064
147070_136110,0.2711
35018_35022,0.424
99971368_99971306,0.9705
102252_102253,0.526
55030_55140,0.4595
71182_71184,0.3297
144120_144144,0.2686
39044_39042,0.2933
67196_99971287,0.3094
151090_151092,0.2355
99970109_83095,0.1239
48084_56016,0.3292
184006_99972312,0.2261
99972192_99971278,0.2271
99972876_99972874,0.2366
70180_70181,0.2776
52170_52172,0.2035
95098_95080,0.1866
41098_99972446,0.2696
104060_104066,0.2206
67138_67140,0.018
125224_125212,0.1558
99972055_176068,0.1511
94088_94086,0.1695
21025_21124,0.3288
61174_61176,0.2356
54070_54234,0.2074
99972317_77542,0.5225
144154_144030,0.1241
99972217_99971016,0.3451
99971372_99970616,0.2275
99972269_40218,0.3055
99972272_99971965,0.5981
138004_138005,0.2144
66610_99972344,0.1464
44036_44034,0.2104
120094_120092,0.214
22058_22028,0.3744
99972307_99972100,0.1979
158362_158363,0.1179
99972496_99972497,0.4943
77091_99970617,0.2397
99970152_60230,0.3498
128030_128032,0.188
99972932_99972785,0.7613
99972714_99972715,0.5959
182025_182026,0.4879
86578_86123,0.1613
78172_78173,0.125
115124_116093,0.189
139020_139022,0.2277
122372_999987,0.2669
69198_69200,0.2868
99971308_99971309,3.761
69336_69140,0.4698
85094_85096,0.2129
114150_114900,0.4141
106410_106432,0.123
54024_54026,0.179
148074_148078,0.399
97122_97124,0.266
130224_130188,0.2333
166210_166208,0.3686
73122_73124,0.3461
999905_122362,0.3301
85426_85430,0.2602
145072_145068,0.4136
130086_130088,0.3157
74046_73122,0.2358
53098_53102,0.092
86204_86206,0.2206
74121_75075,0.1453
77270_77272,0.2024
122284_122286,0.0589
72048_72049,0.6121
99106_99104,0.265
78492_78484,0.3233
105428_105430,0.241
86032_86566,0.111
62024_62026,0.2668
129050_999894,0.3135
68306_67071,0.1191
148070_148072,0.155
99322_114900,3.3434
99973200_99970019,0.1261
134116_134056,0.2666
123072_123900,0.2053
106354_99972169,0.2521
37026_37028,0.2381
72105_99970191,0.147
70234_70236,0.1757
79900_79188,0.2475
193016_193018,0.1085
100114_100115,0.114
105380_105382,0.104
107120_107122,0.2561
99971299_99971572,0.196
113104_113106,0.1496
79294_79446,0.1446
137052_137054,0.1631
130058_130060,0.1182
183004_183970,0.083
102112_115034,0.1362
64122_64114,0.1589
153009_999850,0.2077
46070_46509,0.2839
99176_99174,0.1707
99972825_99972826,0.3484
165056_99970402,0.5196
93002_99971353,0.2979
184029_184048,0.4732
166178_166174,0.2125
56095_56062,0.1849
110010_110012,0.2144
106198_106194,0.148
99972836_99973388,0.6134
122212_99972328,0.1215
99972878_99972876,0.3934
68220_68250,0.3373
69029_69030,0.1496
80134_99971939,0.1771
121013_74096,0.195
66130_66132,0.1807
36112_36114,0.2242
77024_77025,0.1218
99972816_99972817,0.539
41032_41024,0.2735
153019_153021,0.5695
99972809_99972810,0.4233
145304_99971539,0.2714
67002_67008,0.8308
99973134_99973135,0.2894
99970844_115160,0.5965
47248_47158,0.6402
10212_10256,0.7615
10174_10176,0.409
57012_57014,0.1256
59324_59373,0.2155
129014_128008,0.2629
123018_123022,0.1565
99971348_149046,0.3297
158210_158358,0.2207
99971614_99972965,0.2372
21018_21962,0.2593
42042_42048,0.5912
99970425_99970423,0.6489
114114_99972146,0.1319
117010_117008,0.197
60140_60142,0.32
99973018_99973019,0.4536
147054_99972365,0.332
99970972_99972472,0.5046
21096_20028,0.5978
82038_82040,0.1308
158004_158288,0.3259
122168_122170,0.2111
68067_68068,0.1547
99973368_99973366,0.49
62028_99971380,0.6489
72204_72066,0.2712
124092_124093,0.292
102222_102532,0.4796
95070_95069,0.1457
99970659_99970779,0.7402
129204_129202,0.3433
99970973_99970974,0.2041
73167_73182,0.2482
85338_85336,0.217
85441_85518,0.3144
106106_129218,0.2165
80173_80251,0.134
60122_60124,0.321
22016_22066,0.2942
99972937_99972487,0.5522
99972477_99972478,0.533
130146_130148,0.2267
77474_77394,0.197
78076_78078,0.1821
60340_60164,0.3092
99971606_99971092,0.2204
115208_115184,0.1411
64022_74004,0.42
100126_100124,0.1475
99972019_99972294,0.8842
99970376_46070,0.2058
100078_100080,0.087
77310_77124,0.3078
71066_71064,0.1749
55058_55060,0.2983
60084_60252,0.1993
105234_105236,0.2801
130118_130120,0.206
98012_78062,0.426
86900_86100,0.5407
99972000_99971999,0.2336
86900_86104,1.1156
133111_133064,0.3328
53144_53142,0.3276
103172_103202,0.1339
106018_106020,0.1971
69334_69336,0.1288
129288_129292,0.3057
130178_130180,0.2
117020_117018,0.172
106174_106176,0.2712
87900_99970545,0.5251
95100_83152,0.15
98024_98028,0.3453
20018_20020,0.2876
21074_21076,0.2287
150062_99971811,0.576
86104_86179,0.1659
151032_151110,0.1678
61070_61210,0.1924
93182_99973397,0.1416
100150_99084,0.1293
145002_145004,0.2448
61048_61050,0.2297
108130_108132,0.211
99972478_99972479,0.5365
124008_124010,0.143
46334_46336,0.3516
999949_999948,0.4346
126123_126124,0.214
66404_99972003,0.1191
183006_183012,0.6358
55090_99971606,0.1226
149036_149031,0.1448
99972762_99972763,0.5648
122024_122026,0.1951
130094_130096,0.2253
146260_146226,0.164
99973116_99973117,0.36
151130_151054,0.1732
52168_52170,0.3936
146410_145090,0.5389
100006_100008,0.123
130160_130202,0.12
99972008_60016,0.4366
129214_129152,0.3061
99972889_99972890,0.3341
99972105_103900,0.3269
113010_113012,0.1822
99972142_99972144,0.4793
40930_40926,0.3968
87054_87056,0.2613
99972617_99972618,0.3115
99971871_99971873,0.4249
999848_99971618,0.1222
84380_84372,0.2391
103169_103022,0.201
96040_96036,0.4173
61186_54172,1.1655
97146_97148,0.1038
68052_59082,0.297
122387_99971001,0.1874
99972428_99972102,0.2714
80060_68248,0.4069
99973320_99972599,0.4287
78204_78202,0.095
122146_122150,0.2438
99971769_99971770,0.3098
99128_99130,0.1568
37013_37017,0.4473
99971280_66562,0.5459
99102_122008,0.1042
46180_46182,0.1577
101104_101108,0.3599
66602_66102,0.0961
99973069_99973070,0.2979
99972912_99972913,0.6499
122158_122074,0.2332
85262_85264,0.267
53258_53260,0.1567
60080_61012,0.4395
102004_102248,0.3145
84151_84148,0.331
99971126_99973155,0.2335
999847_165076,0.6964
134078_133020,0.2651
99971025_140002,0.1208
99972871_99972551,0.9654
152004_152008,0.2317
772066_105254,0.4647
107322_99973406,0.1052
99971282_99970324,0.4733
62234_62114,0.2492
66220_66592,0.056
97226_97220,0.1455
107092_107098,0.2377
107318_107281,0.26
71234_71342,0.2306
99971356_121032,0.3038
105158_99971798,0.1632
85003_85456,0.4422
99168_99178,0.1217
42078_42080,0.1428
77398_77400,0.2813
99972933_99972934,0.4911
144060_144062,0.1371
61080_61082,0.1741
99972727_99972728,0.4351
121051_121053,0.2243
85539_85080,0.3058
99202_99204,0.1355
63038_63040,0.1278
99971261_99971058,0.6908
99973011_99973012,0.4457
108066_108072,0.2101
139042_139046,0.1582
62066_62067,0.3852
72212_72214,0.2379
86170_86169,0.1586
136114_145022,6.6418
999673_999968,0.8242
40318_39024,0.5398
47132_41164,0.1457
171010_99972961,0.4109
117108_117110,0.13
81039_81145,0.147
98078_98080,0.2067
77388_77540,0.3356
79384_79382,0.089
52162_52164,0.1898
85248_85250,0.2504
26034_26036,0.1881
77326_99971047,0.3604
67280_67126,0.1374
70274_70276,0.2596
999844_165130,0.4974
78023_98010,0.0915
87062_86080,0.1263
99972786_99972784,0.3669
99970046_99970329,0.1937
105166_128192,0.4753
70168_70170,0.1913
46008_46900,0.727
105161_105130,0.2769
99973112_99973134,0.3104
99971514_107228,0.1647
106342_106346,0.3902
99973294_99227,0.3388
42900_42074,0.5885
99972518_99972519,0.2236
100045_100043,0.087
85460_85902,0.2448
136046_136048,0.1151
121042_121045,0.1681
107168_107170,0.145
139006_139048,0.1918
78510_78512,0.1831
57038_99971910,0.2363
184090_184100,0.2717
99972838_99973184,0.4701
114152_114150,0.114
149026_149044,0.1661
99971572_99971300,0.269
99050_99052,0.1943
79001_79002,0.2518
134052_134078,0.2062
92076_92074,0.107
165118_146900,1.0231
79436_79438,0.1614
99971987_99970996,0.2388
68276_68278,0.2386
47148_47150,0.1908
74003_74032,0.2142
37110_37034,0.9325
99972836_99972846,0.5945
102253_102152,0.4772
58080_58081,0.1329
100046_100048,0.122
56072_56070,0.2679
80347_80348,0.0973
41034_41032,0.3572
165044_165046,0.3203
99971649_99970731,0.206
37004_37086,0.2079
110016_110034,0.4928
115206_115044,0.098
82010_81130,0.1334
111036_111008,0.4076
121045_121046,0.2971
96004_96006,0.3611
38012_99971361,0.258
57082_57222,0.2836
149046_99971008,0.1986
184027_184030,0.2989
64004_64006,0.2232
109015_132016,0.3092
73182_74127,0.2874
146272_146270,0.1208
102214_102070,0.3158
70230_70232,0.2877
127058_127060,0.1309
48116_48120,0.3841
87081_86900,1.1192
184005_184008,0.4556
129242_129244,0.1073
49036_49038,0.155
79128_79130,0.083
41156_41036,0.1626
122255_121172,0.2926
85140_85400,0.3303
99973141_99973142,0.2811
137020_137022,0.2799
176110_99972669,0.311
99973335_129066,0.1729
27004_99972135,0.1376
78282_78284,0.1564
88106_88078,0.161
99971069_93094,0.1245
47130_42040,0.2913
44004_44006,0.1587
105302_84384,0.1232
138106_138002,0.2229
99972346_60344,0.1794
99970458_123900,0.3726
105574_105260,0.3634
99971944_99258,0.0422
79240_79242,0.107
197100_99972036,0.0968
128058_128151,0.2996
99108_99464,0.1478
105184_105186,0.1141
99973230_86140,0.1192
184042_184044,0.1754
78002_98505,0.4223
99973075_99973076,1.5112
96064_96067,0.5877
47166_47342,0.2766
106430_106150,0.104
71284_71286,0.0765
60096_60356,0.3249
99973071_99973072,1.0606
99973020_99972881,0.2833
81130_81128,0.1255
120042_120118,0.2151
115038_115040,0.1361
99368_99370,0.2009
99972375_164002,0.2255
47246_47248,0.1787
125210_125048,0.2005
219_810,2.6678
191046_191044,0.195
99969913_99969914,0.3737
176046_176048,0.0901
108094_108098,0.2443
123154_123156,0.1101
99972986_99972987,0.2752
122026_99972220,0.3796
70208_70210,0.144
56048_56050,0.5213
99970621_99971198,0.753
99971942_99971883,0.153
99972552_99972539,0.4255
99973105_99973106,0.2881
70090_999738,0.2398
105222_106430,0.32
100058_100152,0.093
57246_99972284,0.7199
99972284_57248,0.375
121103_121130,0.3423
106202_106198,0.2333
72236_72238,0.3224
130187_130212,0.1288
130144_130146,0.2967
58058_58060,0.1673
79260_79262,0.117
85900_85134,0.2749
128198_128082,0.1469
99970483_99972254,0.3038
99972516_99972517,0.251
99971737_113086,0.226
129166_129168,0.1716
98010_98011,0.2836
97168_97170,0.1619
176216_176128,0.1443
99971353_99970797,0.2954
46218_46220,0.4771
106230_106232,0.0951
93006_93008,0.3262
99972106_150069,0.6192
99971393_57114,0.2414
55060_55034,0.3381
99973053_99973054,0.4854
58074_58076,0.2375
124010_124054,0.2611
85264_99973240,0.4348
70200_70202,0.3395
122376_122382,0.2245
49020_49018,0.289
67142_67147,0.323
57242_99972283,0.3538
37002_99973400,0.363
99971048_77324,0.2051
53036_53030,0.2134
99972437_147074,0.3121
78246_78250,0.1516
99971859_149045,0.3603
84148_83054,0.4224
16024_99971264,0.21
151156_151122,0.2654
99972712_99973079,0.4703
122362_146504,0.6242
120092_120090,0.214
97070_97246,0.4256
99971801_105016,0.1377
113142_113144,0.144
103090_103092,0.085
61010_61202,0.2709
67182_67180,0.3237
72098_73030,0.271
107156_107158,0.2571
10244_10048,0.1516
128012_128013,0.1842
99973256_999782,0.3764
59242_999774,0.1822
79332_99971942,0.159
49032_49034,0.241
105378_105380,0.109
99971226_67169,0.1447
68259_67200,0.1272
99973013_99973014,0.1398
99432_99122,0.2193
99972401_166205,0.3805
133128_133154,0.4482
102062_102156,0.1148
99972637_130074,0.4503
99972522_99972523,0.2478
68032_68034,0.4909
78344_78348,0.3292
58040_58042,0.1449
106326_106134,0.1428
99970397_99970399,0.2597
46128_46900,0.9762
99330_99332,0.1555
42124_42900,0.6069
99971248_99971250,0.1259
15018_15062,0.1918
150022_150024,0.2891
106114_106116,0.2785
74006_74008,0.314
99971161_99973174,0.6814
26022_26025,0.1751
70302_70304,0.3058
72100_73032,0.2358
158112_158114,0.2646
139014_99970837,0.1961
122128_122130,0.1473
130124_107116,0.146
83116_84130,0.1147
158366_158002,0.0578
99971992_10146,0.4408
158366_158004,0.215
149051_149053,0.1174
132016_132022,0.1898
15042_99973344,0.1363
158416_158418,0.3869
129028_129030,0.1675
10004_10172,0.3456
97118_97120,0.1101
150024_150026,0.2321
145028_145030,0.196
136108_136124,0.1891
67058_67061,0.2645
15030_15032,0.3149
67028_67278,0.0831
82040_82042,0.1767
99970877_99970878,0.3579
144032_144034,0.3098
113094_113096,0.062
123130_123132,0.117
99970713_99970468,0.1516
191003_99970124,0.3267
132054_132082,0.5811
99973175_99971160,0.7515
79072_79076,0.511
101160_99972639,0.245
79232_79234,0.2447
81038_81039,0.3023
86174_86172,0.2414
71306_71332,0.382
136124_138066,2.8525
99972680_99972681,0.2271
40256_47336,0.1103
99973197_99972665,0.9349
134104_134014,0.1981
103104_103100,0.2621
144076_144078,0.1619
74060_74136,0.1621
70186_70188,0.1768
99972463_159410,0.517
20038_20040,0.3206
99971924_99971640,0.1268
53326_99969950,0.2058
147037_149047,2.5482
31002_37078,0.3079
73188_73174,0.3151
99901_99176,0.3544
50004_50022,0.2793
134094_134100,0.0562
140184_140024,0.2551
159382_159338,0.1304
99972522_99972710,0.3722
106464_129182,0.3252
69310_69312,0.1245
145310_145330,0.1928
116074_116076,0.083
99971941_92150,0.086
79066_79068,0.146
99972818_99972854,0.5146
99212_99214,0.1594
67008_67236,0.3701
92142_92140,0.1091
99970522_99970524,0.4742
122118_122404,0.236
97164_97166,0.1413
61032_61034,0.3011
70032_70036,0.2553
107118_107120,0.2632
122072_122074,0.2337
52002_52004,0.1844
21066_99971243,0.3544
145316_145300,0.1832
125064_125066,0.1145
193022_193024,0.3102
101110_101100,0.2569
131028_131129,0.2329
106244_106246,0.2652
107078_86568,0.1822
60098_60094,0.2556
114110_114114,0.2587
99972740_99972741,0.5906
99972225_99972226,0.4657
99972557_99972558,0.2782
72210_72212,0.2731
52158_52160,0.2142
49014_49016,0.231
95900_95130,0.2143
40318_39004,0.7051
106196_106200,0.2727
106416_106412,0.225
99972171_99972172,0.1494
99971982_107302,0.2762
70304_70308,0.1889
134_111,0.9686
99971803_127036,0.1177
60018_60026,0.3954
105198_105200,0.085
47162_47164,0.2925
99970852_99970853,0.381
129124_129126,0.2819
99972127_176110,0.118
99972519_99972520,0.5288
52070_52068,0.1529
99972431_99970981,0.3571
62070_62066,0.278
41154_41010,0.3219
99972822_99973001,0.4556
153027_153024,0.547
99973220_99972798,0.5682
176090_176106,0.103
138088_138086,0.2222
129005_129282,0.2916
99973189_121074,0.3567
106132_106398,0.199
81140_81142,0.1042
153134_153032,0.5209
148066_137042,0.133
106052_106054,0.134
54186_54188,0.2367
77347_77350,0.3027
61014_71090,0.537
99973198_99972586,0.2871
153040_153038,0.1509
14040_14042,0.2554
133006_99972130,0.2781
99972133_48078,0.2544
57026_57082,0.1737
99972868_99972919,1.1744
26044_26045,0.4912
144020_99970732,0.313
42040_41002,0.3541
54204_47246,0.3285
107258_107256,0.2233
99972276_99970335,0.1062
87034_87036,0.1217
98090_98122,0.134
99971943_79334,0.155
113052_113053,0.123
99473_99920,0.0958
99972827_99972829,0.4901
106036_106038,0.176
158402_148092,0.2057
85541_99973346,0.1701
99971879_99971942,0.129
107144_107146,0.0962
55174_55022,0.1392
99972627_99973399,0.6557
99972433_200012,0.3287
133015_133016,0.2889
110034_110018,0.2503
37034_37036,0.0839
41018_41016,0.2853
69168_69170,0.2287
146362_146364,0.1482
159276_159246,0.2633
120070_120244,0.2498
99973383_99973385,0.337
92130_92136,0.134
99972255_99970581,0.184
107155_107156,0.238
99972226_99972236,0.5873
99971536_99971210,0.2262
92066_92064,0.1331
153024_99971165,0.3162
107268_107267,0.1533
67084_67086,0.2404
115152_115150,0.1261
99200_99202,0.22
99971342_54120,0.2272
99972654_77518,0.1225
82170_82180,0.14
82181_94002,0.2051
99970430_99970431,0.3614
42023_42102,1.2039
54108_54244,0.1838
99971093_55172,0.178
62028_62076,0.29
81146_81166,0.1072
131056_131148,0.3
64070_64072,0.6365
99971324_99971325,0.133
61084_61220,0.202
42027_42007,0.4213
61082_61084,0.244
66082_99972299,0.1486
67135_67169,0.2857
99971929_99971930,0.6413
61178_61180,0.1247
121046_121048,0.251
79288_79290,0.101
111038_111004,0.2637
62096_62098,0.2646
122382_122005,0.1722
95074_95075,0.2421
110020_110022,0.4628
99973078_99972778,0.7651
99970191_72108,0.3817
85518_771680,0.3677
46509_46336,0.2256
66412_99972308,0.599
130166_130168,0.3032
99973218_99970436,0.4111
77464_77466,0.1465
106184_106186,0.1611
101098_101104,0.2808
97246_97074,0.2665
61220_61088,0.3287
114014_114900,0.4291
97252_97218,0.2912
999774_999775,0.2723
184040_184042,0.2475
159010_159012,0.1932
79086_79088,0.143
122336_122334,0.0738
99973099_99973100,0.4608
140124_140118,0.1921
106276_106278,0.2332
102022_102274,0.4319
77200_99972421,0.3316
42106_42022,0.2682
999775_70046,0.2384
46118_46120,0.302
78162_78158,0.3071
93204_93206,0.1364
154003_154022,0.2608
99972895_99972466,0.6192
99972144_176230,0.4656
999812_1000028,0.5742
825_195,0.3569
57212_99973352,0.4486
99970472_99970474,0.3071
122232_122228,0.1123
99970098_59901,0.6296
99970098_59900,0.265
99972736_99972737,0.3576
85450_106390,0.146
99972280_99973336,0.324
80238_80124,0.1821
99972909_99972968,0.4474
71286_71288,0.1963
99970080_99970088,1.1032
151060_99973252,0.4148
61020_61022,0.3815
10048_10202,0.2252
99971971_123094,0.148
47064_47080,0.3092
105392_105396,0.311
146118_146120,0.0841
105251_105252,0.1391
87012_87014,0.2413
184057_184006,0.4406
104012_104013,0.148
101020_101022,0.145
37076_37026,0.2376
21060_21066,0.3706
99972950_99972951,0.4368
94066_94062,0.1261
37072_37010,0.3214
66150_66040,0.3931
99970028_151156,0.1701
99126_99128,0.117
80247_80240,0.1521
158309_158404,0.3041
102282_102170,0.1169
122260_122262,0.1178
99972734_99972735,0.47
67260_67082,0.2792
99122_99532,0.1203
77230_77231,0.146
58066_58068,0.2721
70290_70292,0.3518
106078_106002,0.22
99971905_99972200,0.1531
99971326_99971327,0.1761
145320_99971649,0.2723
20026_21070,0.5322
100102_100084,0.156
77138_77560,0.1752
99972773_99972774,0.3929
122180_122210,0.2686
771680_85521,0.259
159007_159008,0.4163
52062_52074,0.1711
94016_94014,0.2091
99972236_131005,0.337
121090_121092,0.2035
66592_66222,0.1202
130070_130072,0.1131
123068_123072,0.3197
77062_78234,0.2408
99972195_89002,0.146
88007_88056,0.504
176230_99971268,0.6784
69368_59246,0.0823
85506_99972249,0.174
85126_85138,0.1099
67188_67186,0.1116
99970091_999964,0.5894
130212_130224,0.136
108010_99971350,0.2594
145098_145100,0.087
999875_99970538,0.2641
40038_40258,0.418
99971362_99971578,0.1091
99970343_99970341,0.2161
74010_99972174,0.371
35031_35135,0.1963
63068_63070,0.2246
113110_113112,0.1754
102226_103134,0.0871
71314_71316,0.2388
39188_39190,0.173
52026_52028,0.2633
62072_62070,0.335
83108_83165,0.1126
99970118_106430,0.324
60118_60249,0.3776
86214_86216,0.1054
84137_70264,0.2575
14026_14028,0.2701
999819_99972140,0.168
99972840_99972841,0.6764
53020_53016,0.2758
99973319_99973317,0.4033
145314_145011,0.3218
102012_130214,12.488
66166_66168,0.1449
81014_93004,0.1204
99969900_99972057,0.4286
105016_105107,0.1498
99972239_131058,0.5294
67124_67280,0.2396
98188_98184,0.228
99970319_50021,0.6611
72012_72014,0.083
111030_99972272,0.4108
78314_78316,0.164
99972591_153031,0.3524
69316_83140,0.118
159342_99971037,0.2595
21966_21025,0.159
99973338_99973339,0.1757
60060_99971927,0.3923
27002_26052,0.1947
70190_70200,0.3462
46238_46240,0.376
99970363_99970361,0.4678
132064_132080,0.4243
132062_999857,0.2101
99972738_99972739,0.2963
15092_15088,0.2365
69152_69154,0.171
176082_176084,0.209
148064_148066,0.2501
60061_60112,0.0915
127044_99972451,0.222
55196_55152,0.2135
32034_32032,0.3631
98242_98071,0.1635
99972551_99972552,0.5156
131162_99970554,0.3466
66044_66046,0.1571
184096_184012,0.2643
98252_99972295,0.4161
79446_79448,0.1371
999856_151144,0.2499
63088_73146,0.3648
176162_176160,0.7794
116100_116102,0.129
130050_130092,0.6346
99970334_99972356,0.4122
99971602_99972019,0.5183
78336_78338,0.144
54150_54152,0.1775
99973379_99973381,0.3471
122160_122232,0.251
106400_106276,0.0951
77003_77284,0.3281
99971155_99970901,0.194
47127_47128,0.1303
99970171_99970172,0.1732
99971016_99970367,0.4287
99970377_99970378,0.2715
99228_99230,0.4239
128020_128022,0.1677
133049_133046,0.1754
49030_49028,0.2845
114068_124064,0.176
99971848_99972037,0.5373
46204_99970460,0.1641
99972610_99972611,0.3965
85404_85406,0.1118
102004_102289,0.1941
69068_69070,0.2356
87048_99969881,0.0653
14048_14026,0.3011
98034_98036,0.2935
69314_69316,0.0985
122302_122304,0.254
68016_68018,0.2654
99970368_99971382,0.4054
126102_127066,0.138
100074_100076,0.203
99973404_99973405,0.1503
99970636_99970415,0.7483
99971896_99970804,0.2426
93250_102292,0.4165
70300_70302,0.2042
67286_67148,0.1474
99972770_99972771,0.5987
59342_59344,0.1314
99971810_99971348,0.7913
115148_115146,0.0601
60100_60294,0.1889
99973308_101157,0.136
82116_82114,0.1359
99334_99336,0.0904
191009_190052,0.2535
78104_78106,0.1734
82174_82172,0.132
113140_113142,0.197
99972038_99971849,0.4062
153044_153046,0.1284
176016_176018,0.2906
99973277_99973278,0.5773
77002_98008,0.1451
99971877_99971937,0.2131
806_807,0.5914
131088_131090,0.2847
9034_10170,0.3775
148050_158354,0.111
131150_131162,0.2781
1000009_134003,0.4274
146188_146362,0.1383
115004_115006,0.161
92100_92102,0.127
48054_48132,0.2848
99972270_99972229,0.5146
99973162_99973168,0.8283
145324_145062,0.2944
1000025_99972628,0.3242
48088_48086,0.3479
129006_129008,0.1131
169032_169056,0.1708
71154_71158,0.0703
46236_46238,0.2072
10048_10008,0.3594
99973326_99973327,0.2868
132002_132004,0.184
102054_102546,0.159
48151_47184,0.2386
122254_122258,0.1472
99138_99060,0.342
101446_101144,0.117
113116_113118,0.1156
99971303_99971304,3.5524
79254_79256,0.347
99972614_99972615,0.2502
137044_137052,0.192
78080_78118,0.125
99971513_99971514,0.1073
99973288_99970584,0.5443
52072_52070,0.2549
99973364_84902,0.7784
70204_70206,0.2205
114100_114102,0.181
60362_999759,0.152
74136_99972053,0.2197
47344_48142,0.1762
68276_68352,0.3008
60202_60150,0.4044
137040_148088,0.2555
99971762_37011,0.6642
84130_84132,0.1738
78245_78246,0.14
98512_98071,0.1171
149007_137010,0.2332
99970353_99970351,0.5493
999863_133012,0.0752
60342_99972346,0.3156
105412_105414,0.098
99973151_99973152,0.3215
66264_66268,0.2233
82072_82178,0.1551
99973244_99971059,0.4177
99973295_99972224,0.1448
122340_122338,0.0754
137038_137040,0.2031
60086_60084,0.1899
99971312_99971313,0.3231
46120_46122,0.242
66570_66303,0.3939
99970460_46044,0.1451
64096_74048,0.643
99972628_99972217,0.5424
99970974_99971360,0.4498
99972944_99973348,0.3198
78017_78019,0.1421
41102_41104,0.1798
42019_42021,0.1757
99194_999986,0.0729
66102_66100,0.1905
99973137_99973138,0.2894
98254_98150,0.1358
123126_123128,0.1071
78118_78120,0.2091
108098_108130,0.2348
99972570_99972571,0.3115
108118_108120,0.4014
99972176_111004,0.5914
128024_129022,0.2657
144034_144006,0.0981
99972088_102032,0.2788
39092_39095,0.184
70052_70048,0.1412
99971527_37052,0.3603
99969985_184074,0.3055
77520_77522,0.1565
86128_99973230,0.7733
98094_98096,0.1358
53045_53020,0.2061
70264_70260,0.3843
106432_106428,0.1351
99970512_66262,0.7342
125062_125064,0.0823
93216_93238,0.1681
99972861_99972808,0.4211
101042_101040,0.122
71162_71170,0.34
133066_134005,0.4234
71098_71100,0.2448
71144_71142,0.0703
485_470,1.2409
55040_55124,0.4132
82142_99969995,0.254
62079_62078,0.2373
74131_74064,0.2361
54512_54160,0.232
85400_85402,0.1969
81022_81023,0.142
117030_99972442,0.2556
145026_145056,0.2716
99971965_134013,0.5285
63025_63026,0.2566
48078_48080,0.3373
99971845_99971847,0.4119
999690_816,0.0074
120018_120084,0.2226
158094_158100,0.1441
128074_128076,0.4015
54192_99970564,0.4011
158378_148016,0.219
40916_40918,0.3782
57044_57214,0.1804
99970883_137016,0.0543
140186_14046,0.4704
99972354_81047,0.2393
117004_127020,0.222
133138_133142,0.3136
120080_120246,0.3351
52076_52048,0.2925
64032_49032,0.228
73084_73086,0.4026
125120_125100,0.225
92074_92072,0.098
55158_62104,0.2544
77180_77182,0.0838
63082_63084,0.2023
33018_35900,5.1297
67152_67154,0.2076
99973008_99972584,0.4123
86566_86036,0.1061
58064_58100,0.1722
58126_57112,0.1157
99268_99258,0.0699
166142_166144,0.0902
86040_99970336,0.1522
102178_102180,0.1831
10170_10212,0.2966
37082_1000028,0.1261
99973065_99973088,0.2832
21038_21112,0.2311
71012_71344,0.1108
149030_149042,0.245
85420_85416,0.3388
60082_60080,0.509
54086_54088,0.3978
128070_99973337,0.2071
99973176_98252,0.119
37086_37088,0.2792
71138_71140,0.2277
84316_84318,0.0932
61078_61080,0.2682
48042_48044,0.3101
99972464_166058,0.191
113044_113048,0.3308
140056_151014,0.1397
79154_80130,0.337
133150_133081,0.2609
184057_184060,0.3758
131054_131052,0.1404
59021_59022,0.231
99971952_99971953,0.4595
86008_72026,0.2496
129060_99972334,0.2092
131040_108116,0.2583
48100_48108,0.3205
129198_129120,0.1856
99972756_99972757,0.3134
108086_108092,0.4038
102007_102009,0.2231
26080_26086,0.6488
120106_120104,0.1592
122208_122214,0.136
62112_62228,0.1535
121030_99971356,0.1123
72170_72110,0.4085
99972330_99972113,0.2284
99972278_99972038,0.109
99973403_103188,0.5863
52098_99970791,0.2925
99973260_99973191,0.6171
99971760_109044,0.1754
144012_144008,0.18
83196_99970100,0.6674
78494_78492,0.2229
72232_72234,0.346
99973047_99973048,0.6054
165130_99971020,0.136
68340_80286,0.1985
100010_100012,0.3
81128_82016,0.1495
67166_67165,0.0835
106136_106108,0.2651
108082_108086,0.2086
107052_999743,0.2237
99971279_115218,0.132
86056_86900,0.4321
99973354_99972429,0.5206
69312_69314,0.205
21056_21060,0.348
54088_54514,0.1337
85466_85098,0.164
124080_124098,0.119
26006_26004,0.2374
99060_99029,0.1361
144112_144114,0.2023
165008_165010,0.1911
123202_123204,0.1614
99971329_176152,0.835
182018_99972298,0.2398
98070_98072,0.1255
94094_99972319,0.2219
107164_107166,0.1491
165057_165061,0.2331
32032_35020,0.4088
99973347_133130,0.0852
99969969_122255,0.201
132028_132032,0.1956
122220_122222,0.1581
126074_126076,0.1251
105414_105416,0.098
99971935_99971958,0.1073
430_281,0.6125
99382_99386,0.1296
46058_46060,0.1306
104048_104052,0.1226
99969952_999972,0.253
99970366_99971017,0.3988
99970978_99970980,0.206
99973257_99971530,0.2211
99972120_105234,0.209
84170_84168,0.3405
21050_21054,0.1138
193012_193014,0.2617
62088_62090,0.2581
107306_107304,0.1814
126094_126096,0.111
145034_99972257,0.279
106398_106396,0.1356
87102_87082,0.1556
48124_48122,0.1649
