stops_link,distance
99970797_101010,0.3207
99970364_99971158,0.1205
176076_176226,0.078
99971028_74131,0.1303
85260_85262,0.2216
99972210_99971513,0.1041
97148_97032,0.4154
165076_165075,0.2056
52022_52025,0.3212
99970846_99970847,0.195
132050_132052,0.157
138008_138010,0.3682
99973136_99973137,0.4117
85278_85266,0.1801
107280_107318,0.1302
78274_78276,0.1122
99972573_99973089,0.4828
73124_73126,0.4822
77190_77496,0.084
200010_20052,0.2233
176040_176042,0.2152
107174_107176,0.1542
999867_99970430,0.2965
144012_99969960,0.3412
94076_94072,0.1891
99971217_99971218,0.4168
129190_106334,0.2791
146400_146516,0.118
148042_148044,0.2066
46262_46263,0.3848
176018_176150,0.3892
71024_71026,0.2184
99971735_99972636,0.3538
80390_80394,0.134
99972666_99972872,0.4755
98182_98186,0.2277
99520_99522,0.1956
99972436_48052,0.2759
103095_103168,0.308
53174_53176,0.3418
99972202_73038,0.1143
60152_60154,0.2338
122178_122180,0.154
146242_99970634,0.1834
99970102_99972215,0.1761
99973060_99973061,0.2594
79328_79332,0.148
99972592_99973321,0.4295
99972708_99972848,0.2438
77116_77118,0.309
106366_99972123,0.229
42080_42082,0.2181
107326_107026,0.154
67165_67282,0.1956
72218_72220,0.1397
106074_106076,0.133
153116_153042,0.2567
60358_60066,0.1374
130202_130162,0.102
99972918_99972868,0.653
99972777_99972760,0.3329
99972753_99972768,0.5417
59032_59034,0.1868
99258_99188,0.448
99971122_99971123,0.3674
99972476_99972477,0.4058
99972213_42066,0.301
70226_70122,0.1646
151088_99973158,0.2579
54152_54154,0.232
121060_121062,0.1062
999790_107306,0.26
56054_56064,0.1931
144148_144120,0.1107
134098_134096,0.0498
124076_124077,0.124
99972883_99972842,0.6728
79338_79340,0.088
15026_99973250,0.3208
79208_78162,0.243
131144_99969954,0.146
116104_116106,0.191
99972539_99972540,0.9477
130194_130208,0.138
87078_87080,0.4005
99970558_72160,0.3352
102150_102005,0.3489
99971853_77530,0.1282
71312_71366,0.1348
99972720_99972721,0.3161
158186_158188,0.1538
60283_60284,0.1786
122238_122244,0.2294
95076_95072,0.2601
158350_137034,0.0656
59016_59018,0.3607
130158_130160,0.3994
79158_80134,0.101
99970194_99970197,0.1286
99970117_99970118,0.4336
144092_144094,0.3341
97110_97252,0.1841
40156_40118,0.2442
133144_133066,0.3875
138064_137070,0.3501
99971306_99971370,0.2717
171008_171006,0.1537
60090_99971898,0.4641
99972149_114124,0.2335
136012_136010,0.1757
97124_99971855,0.1389
77025_77027,0.0948
999804_145114,0.2371
101100_101096,0.1663
105192_105194,0.128
71090_71092,0.553
71005_71194,0.0971
99972018_99972242,0.3153
146274_146272,0.1306
99971313_99971573,0.298
59901_99970171,0.9211
85902_85114,0.2664
99972709_99973160,0.507
99972901_99972902,0.2667
47133_47131,0.1999
99973104_99973105,0.2849
99973120_99973044,0.4273
131143_131144,0.1335
999986_99971944,0.2631
70216_71134,0.1803
93100_93208,0.14
105043_105044,0.3162
122202_122204,0.3891
99972102_102308,0.0849
68254_68255,0.1833
99972983_99972984,0.4451
99972140_159282,0.128
41007_41154,0.1235
78316_78317,0.1283
117018_117016,0.115
99973017_99973018,0.4318
53054_53052,0.046
59004_59006,0.2497
99971909_99972247,0.3335
158252_99973073,0.4462
176192_176038,0.381
62232_62016,0.2353
106250_106252,0.1512
99972100_130002,0.166
122136_122138,0.0864
87030_87032,0.1347
99973049_99973050,0.3968
99970183_99970184,0.1779
158046_158052,0.256
129218_129220,0.1614
99972695_99972696,0.297
73150_73152,0.1223
99972939_99972698,0.5297
20032_20036,0.2832
62034_62035,0.3632
82172_82170,0.2741
102005_102006,0.17
39124_39018,0.2983
99969993_64048,0.3691
129164_129166,0.295
125244_125028,0.217
154014_1000004,0.2908
144106_144108,0.2854
107230_107232,0.1398
56044_56046,0.0969
71068_71066,0.1702
73052_73053,0.1494
58076_58078,0.0979
106170_106172,0.2793
39072_39074,0.2101
89012_110030,0.3179
99973092_99973094,0.4187
48052_55196,0.3835
149020_149022,0.1688
42900_42002,0.6183
46078_46080,0.7202
139050_99973183,0.1997
46336_46078,0.647
99972337_38008,0.9176
113012_113136,0.2496
99970115_99970328,1.15
133146_133091,0.1789
127070_126072,0.148
77488_77490,0.0821
102248_93002,0.144
158322_158306,0.5233
130184_130186,0.4148
106420_106416,0.287
77320_77321,0.4729
15022_190024,0.474
95130_99970104,0.5907
105202_84189,0.154
78484_78478,0.2895
129256_129258,0.0936
61064_61066,0.1955
56093_56037,0.3821
128169_99973331,0.1545
60118_60150,0.2485
46126_46128,0.15
26030_26032,0.2439
105472_105468,0.1441
22042_22024,0.1612
85050_85381,0.2383
84189_84190,0.1311
78168_78170,0.059
99970084_99970334,0.9766
98108_98110,0.0935
99216_78500,0.0848
79554_79014,0.5318
79270_79272,0.202
105208_105184,0.1442
107140_107142,0.1911
69220_69222,0.1228
77458_77564,0.2711
99972273_21098,0.945
71074_71072,0.4145
59260_59264,0.1881
70236_70238,0.3374
108096_108161,0.2151
109016_109046,0.5719
133008_99970563,0.5868
148026_99972437,0.1
26056_26018,0.3608
134016_134116,0.3325
21084_20032,0.229
22024_22022,0.2292
429_817,0.7523
108161_108166,0.1904
84134_84136,0.0864
99970360_99970362,0.4276
69226_69228,0.1329
41116_41118,0.1306
63074_63092,0.1892
99972361_99971391,0.3629
81137_81138,0.1516
42096_42098,0.2109
61060_61062,0.1717
99971541_99971957,0.2402
56080_53235,0.2317
99970052_82008,0.1122
167008_167010,0.2988
99972873_99972871,0.3649
79108_79316,0.1499
114072_114071,0.0921
58118_58120,0.1771
72284_72072,0.2019
99188_99190,0.069
103200_103172,1.1599
99972684_99972685,1.3519
93172_80082,0.3718
53520_53138,0.1175
130220_130118,0.5153
48164_48050,0.4563
122242_122240,0.2122
71172_71167,0.271
57236_57086,0.181
144080_144081,0.0714
69328_69330,0.335
64012_64066,0.0592
99972562_99972563,0.5881
82088_82186,0.2757
106188_106182,0.0971
126090_126128,0.1712
79334_79330,0.2011
114130_114236,0.1271
126134_116092,0.1261
176124_176216,0.3184
99973167_99973163,0.7077
105200_105202,0.2291
158052_158054,0.1954
99972984_99972985,0.442
99970525_99970523,0.4818
122076_122080,0.3499
126036_126020,0.217
72154_72152,0.241
146098_146100,0.1332
113080_113082,0.1528
106134_106106,0.1458
106234_106236,0.2103
64006_64008,0.5391
136058_136060,0.1421
83058_83060,0.3052
131058_99969954,0.2541
102026_102544,0.2906
96090_96050,0.3888
183028_183026,0.2197
999898_999985,0.146
78092_78094,0.2237
54102_54228,0.1811
97240_97228,0.1991
107086_107084,0.135
128142_128144,0.1223
66342_66344,0.1565
97018_97016,0.2379
99972839_99972838,0.2854
115190_115188,0.173
99972874_99972873,0.362
99973222_99972597,0.3254
129022_99973260,0.2689
114900_114006,0.6382
99973318_166122,0.1826
114082_114016,0.1331
99973208_99972711,0.3944
95011_95014,0.2
99970477_99970475,0.5146
99971298_99971299,0.255
99970105_99970107,0.3175
99972101_99971914,0.2554
122286_122288,0.0944
99972304_99971767,0.4861
122292_122294,0.095
67240_67069,0.2703
99972323_99970972,0.1703
144104_144106,0.1792
58016_58018,0.2185
99972068_106274,0.267
184004_184005,0.3678
184004_184006,0.1641
99972266_99971028,0.1655
39060_99972406,0.4028
176098_176100,0.1176
158110_158112,0.224
114082_114900,0.343
158380_158376,0.1401
55056_55058,0.24
99970339_167002,0.1995
192008_192002,0.5319
121011_74092,0.4483
67072_67074,0.122
158160_158162,0.182
99972956_99972957,0.6544
71330_71150,0.3171
999992_84454,0.2205
77290_77292,0.2001
99971543_99972264,0.2193
99973195_99973112,0.5209
99972859_99972860,0.4935
47116_99971260,0.2095
99970336_86034,0.092
93250_1000027,0.4926
35144_35066,0.3443
82136_83058,0.1975
78012_78010,0.231
158144_158140,0.1721
96076_96004,0.363
99970357_99973215,0.4761
99972532_99972533,0.9295
108018_108022,0.1482
109014_109015,0.2191
79386_79384,0.1473
115194_115084,0.7062
62078_62080,0.2222
39117_99972950,0.2724
74014_74016,0.4137
176150_175002,0.3841
99972059_99972061,0.2751
105517_105523,0.3683
115150_115148,0.18
127053_117098,0.1921
79068_79070,0.144
54182_54138,0.5469
72150_99969922,0.2651
158358_158362,0.2684
88008_88010,0.2524
125214_125226,0.2903
100050_100052,0.2136
79308_79310,0.147
176110_176200,0.227
107212_107226,0.1131
99972277_99971303,0.5192
60134_60136,0.336
73086_99971924,1.7373
61076_61078,0.1347
16023_16020,0.4262
48140_48138,0.1396
129298_99970999,0.1589
93202_93204,0.2766
60092_60096,0.2016
56017_48198,0.1473
115114_115102,0.188
77268_77270,0.1725
125226_125210,0.1131
88110_88034,0.1239
136110_136033,0.3932
99972107_99971813,0.3677
39126_39192,0.3945
144081_144082,0.1259
71002_71004,0.191
69034_68001,0.1644
99970563_133044,0.4022
200100_197130,0.8053
99972848_99972709,0.2667
99972247_99972246,0.4481
93234_93197,0.0953
78028_78030,0.0964
60210_60214,0.2249
99973327_99973161,1.3392
99970398_99970396,0.3016
99971819_129018,0.1301
63056_63058,0.1743
97204_97202,0.1487
146122_146400,0.1747
125136_125134,0.1471
128013_128016,0.2334
48080_48196,0.132
190012_191082,0.359
131026_131028,0.1671
86012_87097,0.2308
99148_99144,0.1881
69174_69368,0.4472
140168_140124,0.1321
99970356_99971161,0.2215
54522_54098,0.1851
133050_132033,0.2141
218_693,1.9289
85464_99973363,0.2237
99972380_50004,0.5834
66422_78288,0.4213
83142_83144,0.1459
107048_107046,0.11
99971243_35900,9.9323
102316_102518,0.0822
99972946_99971282,0.3462
73078_73080,0.4006
81134_81132,0.1103
37092_37110,0.2643
69322_69174,0.1852
99973380_99972863,0.2556
99972329_42078,0.3111
61017_61018,0.2482
130072_130052,0.2489
78022_78023,0.183
118010_118006,0.4621
68024_68026,0.2611
134066_134114,0.2177
99971159_99970365,0.1263
52182_59070,0.2104
106428_105572,0.248
74092_121013,0.249
77542_99971990,0.1116
54188_54190,0.2601
106428_105578,0.402
148038_148042,0.2449
106154_106156,0.0991
99973117_99973118,0.3024
105220_105222,0.252
144086_144088,0.2052
99970557_41152,0.3718
99972248_77398,0.1917
98190_98192,0.3098
66348_66448,0.1101
69362_69306,0.0997
83102_83098,0.163
145328_99973185,0.314
41030_41156,0.4061
128176_128196,0.2144
62108_62224,0.1759
98900_98021,0.3087
60346_60364,0.1794
145042_145328,0.0981
72020_72022,0.2481
46060_46062,0.3339
158106_158110,0.8116
47069_47092,0.277
88058_88060,0.104
99971891_92158,0.1892
99972928_99972929,0.4568
770902_78502,0.1853
36098_36112,0.8699
40910_40152,0.6325
176038_176186,0.2255
77264_77266,0.1851
57062_67196,0.8761
99970444_131020,0.2346
123134_123136,0.105
999813_41005,0.2537
55168_55082,0.4947
107056_86042,0.1971
127016_127014,0.072
99971018_105349,0.3991
110012_110036,0.136
102148_102030,0.1229
121160_121158,0.0821
99970797_102554,0.2119
69244_70072,0.2398
120244_120072,0.237
99972475_99972457,0.4328
107112_107110,0.1238
99973196_99973101,0.9672
27010_27004,0.2245
126092_126094,0.3151
64016_64018,0.2454
158184_158186,0.2274
72240_72242,0.1183
69270_69288,0.0502
99970416_99970418,0.505
99972768_99972755,0.6434
200002_197140,1.5439
46222_46224,0.083
77366_77368,0.1366
106424_106422,0.201
21128_21023,0.3655
74132_74024,0.1758
176048_165048,0.7657
59258_59256,0.1713
55162_55194,0.0941
99971997_176166,0.1831
99972927_99972928,0.3409
129169_129190,0.3527
99972359_184098,0.1806
99972677_99972678,0.2974
158028_158088,0.2764
99971075_99971076,0.1568
105374_105376,0.137
99973240_85180,0.3751
52058_52014,0.1577
35034_35129,0.3156
16026_99969916,0.174
99972152_114204,0.2665
63014_63016,0.3577
99973160_99973324,1.3212
159048_159050,0.244
78064_99973295,1.3756
126022_126024,0.188
99973107_99973108,0.3973
99973128_99973129,0.2142
144072_144074,0.2521
60132_60134,0.1547
62228_99971558,0.2391
99973361_78212,0.4241
69062_69064,0.3142
114170_115140,0.0701
57008_57012,0.6158
99972488_99972660,0.478
99206_99208,0.1881
149018_149020,0.138
48028_48140,0.9742
99970196_99972129,0.2503
47218_47220,0.35
62060_62012,0.1953
66338_66340,0.2065
99973135_99973136,0.5064
81910_81154,0.3135
111004_111036,0.4004
44014_44058,0.2262
85900_85541,0.4811
95072_95070,0.1159
99971589_99971636,0.6751
99971589_99971634,0.1753
61018_60354,0.155
103170_103169,0.249
74064_74066,0.2185
151040_99973153,0.1711
99971154_99970902,0.1895
102530_103108,0.122
83146_83194,0.153
99971222_99972310,0.2266
99971147_166071,0.2599
80396_80388,0.147
99971979_99971371,0.3799
102124_103052,0.2091
153011_153026,0.1227
99973103_99973104,0.2814
99266_98900,0.4402
98196_98194,0.2295
99971839_66560,0.1722
128130_128132,0.1673
808_809,1.3298
78210_78212,1.7034
93016_102298,0.1978
176194_176192,0.2628
99972755_99972756,0.3517
99973119_99973120,0.6988
140096_140098,0.1722
99972473_99970971,0.5101
99972498_99972499,0.3902
105124_105126,0.118
48154_47310,0.1299
46263_46010,0.1872
145312_145322,0.3334
71300_71302,0.2469
62230_62079,0.1879
122152_122154,0.13
99972971_145068,0.3797
130222_130194,0.2756
99972707_99972708,0.5269
129120_129122,0.1233
99973330_99971818,0.3387
99970354_99973216,0.1581
66128_66130,0.1345
99972819_99972820,0.4471
60032_60034,0.2716
191078_191064,0.7256
99970247_184038,0.2924
47204_47206,0.1488
146378_146380,0.2103
107248_107246,0.116
62069_62071,0.241
99972750_99972751,0.2793
71180_71182,0.2416
92090_92092,0.131
99972931_99972932,0.477
52056_52078,0.2853
120036_120248,0.273
42122_42124,0.3567
159254_159410,0.2732
40920_40922,0.2331
106268_107212,0.145
55028_55030,0.2445
70283_70284,0.152
114168_101006,0.3251
86102_86104,0.434
99970434_99973218,0.1495
99971604_99971589,0.4264
52500_59766,1.0757
52500_52042,0.4257
99971883_79084,0.237
86074_86078,0.1397
99973140_99973141,0.4463
137010_137012,0.128
130186_130187,0.2086
59262_59258,0.1371
40304_36002,0.2127
56020_56022,0.1872
184034_184036,0.1346
128050_128052,0.1535
21012_21122,0.2785
78384_78388,0.1778
99970526_133029,0.4854
102046_102044,0.1678
99971806_116040,0.0937
50024_99972379,0.6415
60066_60064,0.1507
133020_133022,0.1821
100060_100062,0.2018
113030_113031,0.2081
129228_129236,0.1687
166900_99972780,12.4082
41063_41013,0.5775
60160_60162,0.4081
99970850_124080,0.165
105216_105410,0.065
99971832_32082,0.581
146408_146410,0.227
126078_126120,0.1531
113054_114152,0.221
35900_10010,19.3784
99971936_99971871,0.189
99973088_99973066,0.4801
99970314_152012,0.2945
99972664_99972675,0.2872
99972896_99972897,0.3031
102270_93002,0.2128
49027_49023,0.346
113038_113040,0.1714
999968_120018,0.3746
129220_129222,0.2043
70050_60346,0.1834
85250_99970041,0.2082
169046_169002,0.2536
37074_37012,0.2039
184092_184088,0.3207
99972802_99972803,0.8494
78120_99972343,1.1608
99972612_99972614,0.3035
46216_46218,0.4641
85084_85086,0.138
46006_99972386,0.1205
99970347_99972198,0.3636
26046_26044,0.2383
99971559_99971891,0.1717
105396_106380,0.278
99971123_999971,0.3473
121024_122010,0.3392
53516_53040,0.1839
68062_68064,0.2661
999915_73057,0.1184
68056_68057,0.18
68056_68058,0.2713
99971260_42900,0.5353
694_221,1.961
86082_99972219,0.1726
99970524_99970504,0.3737
86218_86220,0.2775
166900_99972330,1.4889
106362_99972325,0.236
774248_122198,0.1276
113036_113038,0.1307
66340_66604,0.1089
42126_42118,0.1565
64116_64056,0.5303
85282_85278,0.2403
61074_61076,0.1924
59082_59077,0.1575
99972494_99972495,0.4186
185_206,2.1729
108074_108146,0.2624
21951_22016,0.8814
99973316_99972434,0.5846
93008_93012,0.2563
999969_999673,0.8325
145332_145318,0.1875
77012_77010,0.1755
99972969_99972813,0.574
99973143_99973145,0.3262
57032_50011,0.173
99972295_98197,0.0914
98074_121042,0.1292
102148_102262,0.1342
166067_166062,0.1716
99971263_16022,0.1497
78210_99973358,0.1992
99971125_99972004,0.2024
79132_79134,0.1776
68266_68267,0.2819
123020_123202,0.1064
99972315_77524,0.1305
99972856_99972853,0.8954
99465_99064,0.1589
144084_144086,0.2247
49004_56084,0.1927
99971199_99970675,0.8799
55148_55144,0.4231
99971101_46094,0.7263
77544_99972318,0.4082
44038_44036,0.1563
37042_37044,0.2897
44002_44004,0.2361
110008_110010,0.3865
78380_78382,0.1196
99386_99388,0.0886
151030_151100,0.1603
85032_71002,0.1225
99972249_71005,0.1751
153026_153013,0.3547
131080_131143,0.2383
99970625_121108,0.4506
149008_149006,0.1246
15032_99973248,0.371
79438_79440,0.1424
71302_71304,0.2559
57244_99973353,0.6098
136110_136014,0.3078
150048_150050,0.4008
124062_124060,0.158
99972324_99970973,0.6591
99972899_99972900,0.6043
84162_84179,0.363
69194_69196,0.2161
99970479_99973225,0.3565
48070_48072,0.1952
100148_100150,0.1323
94084_94080,0.163
85378_85380,0.2534
98092_98094,0.1971
999982_16016,0.5567
99972215_99970103,0.121
99972973_77458,0.258
99972808_99972862,0.771
60116_60118,0.2859
88093_88110,0.2081
107122_107124,0.3621
72053_99971203,0.163
74068_99972056,0.1847
81900_99972388,0.4025
66040_66042,0.106
85376_85378,0.1065
79004_99970204,0.1833
999922_999923,0.3481
71244_71246,0.1332
122224_122280,0.1707
85546_85446,0.2
166198_99972331,0.2517
87900_87020,1.1209
55066_55064,0.2638
71012_71212,0.1787
107246_107240,0.1981
99970837_99971811,0.2491
125036_99970845,0.3621
93002_102004,0.1234
46263_46202,0.2028
99971799_99971801,0.4307
93041_93048,0.2481
10188_10190,0.2072
48008_1000029,0.2201
10272_35900,19.7562
60094_60090,0.2182
99970510_99970511,0.3616
67146_67286,0.1241
98210_98212,0.2496
105174_105176,0.119
99969984_192004,0.4195
88104_88074,0.1782
105122_105432,0.2103
153015_129094,0.2332
66240_66242,0.1945
78250_78252,0.1916
129096_99971825,0.1417
99190_99192,0.13
144018_144020,0.2231
60249_70283,0.2669
109005_109042,0.3214
74134_74059,0.1762
99971369_99971308,0.118
176234_176046,0.1427
148072_148074,0.119
97098_97096,0.211
87058_87003,0.1811
63048_63050,0.2084
71206_71200,0.0954
62004_62006,0.1203
105474_105462,0.158
146114_146116,0.0975
41005_41114,0.2519
48096_48094,0.2844
20052_200014,0.2284
55114_55116,0.2395
146900_165117,0.3079
158206_158208,0.175
71356_71074,0.3773
82011_82018,0.1366
99973164_99972227,0.4506
99970634_146514,0.8602
99970318_99972049,1.1039
86110_85254,0.3174
56097_56076,0.2249
32051_32050,0.1828
69330_69332,0.2056
158404_158380,0.109
61088_60184,0.2319
99088_99090,0.0941
99970545_99970547,0.5639
775506_99971602,0.3571
21023_21964,0.2374
151016_140056,0.2212
193020_193032,0.1516
37062_37100,0.1873
79204_79206,0.1905
99972470_134088,0.5746
114074_114096,0.1431
79284_79286,0.1898
55034_55148,0.3903
115002_115004,0.138
99972235_99972237,0.5669
79088_79090,0.167
99972179_99971072,0.2053
64088_121021,0.2315
100008_100010,0.088
133018_99973329,0.2334
99970845_99970846,0.155
72164_72166,0.0923
72008_72004,0.1202
114102_114104,0.1951
99973209_99973326,2.998
122170_122172,0.1441
79150_79172,0.2654
129212_129214,0.1421
42064_42062,0.2488
99972845_99972856,0.44
149014_149016,0.1242
55206_55086,0.1773
99972697_99972881,0.2116
104078_104070,0.285
123900_123028,0.2355
99972291_164008,0.5084
99972385_77278,0.1133
82192_82130,0.183
66410_66412,0.2811
99971164_79250,0.2091
99973045_99973046,0.6763
129186_129188,0.2452
158284_166194,0.2196
146054_146900,0.8552
56046_56048,0.3087
53310_53312,0.1619
99970335_99973260,0.4888
94086_94084,0.1226
122206_122208,0.2292
99973224_99970478,0.2662
99970583_99973289,0.4393
99971843_99971845,0.2069
77324_77326,0.1986
217_218,3.3135
41020_41018,0.0942
153128_153098,0.182
167012_167016,0.477
158414_158144,0.2076
169002_999981,0.1707
48074_48194,0.2667
97162_97164,0.3026
77236_77238,0.1505
140084_99973150,0.6247
105382_105383,0.249
55120_55124,0.3662
55116_55118,0.1947
77228_77230,0.1481
137007_137090,0.217
41160_41020,0.1194
69302_69304,0.2755
122042_122084,0.2062
60232_60268,0.4554
136116_999809,0.1761
99971310_99971311,0.5173
999995_97018,0.5311
182038_99972297,0.2615
128192_128058,0.1651
107172_107174,0.2591
99972479_99972480,0.2364
99972913_99972914,0.7452
99059_99477,0.1351
47292_47158,0.4496
57022_57078,0.2206
182025_182010,1.069
63096_63044,0.1488
81910_81136,0.4538
107328_107132,0.2801
52160_52162,0.291
